2016-01-01,3113.T,974.854020197,0.67751794404,1,19.979835956,141,137454.416848
2016-01-03,3113.T,945.845311154,0.827835021927,1,30.2299002339,284,268620.068368
2016-01-04,3113.T,915.61541092,0.746974011525,1,9.05604059608,139,127270.542118
2016-01-06,3113.T,931.800543606,0.100183221165,-1,7.27273119418,246,-229222.933727
2016-01-07,3113.T,939.0732748,0.975919689314,1,6.63379546803,255,239463.685074
2016-01-08,3113.T,932.439479332,0.232067001427,-1,-13.8406161043,192,-179028.380032
2016-01-09,3113.T,918.598863228,0.864132122954,1,13.9359066758,286,262719.274883
2016-01-10,3113.T,904.662956552,0.752016011871,1,-8.09911103691,256,231593.716877
2016-01-12,3113.T,912.611867924,0.261690531273,-1,35.6082045687,149,-135979.168321
2016-01-13,3113.T,948.220072492,0.0302667219095,-1,0.362760342348,124,-117579.288989
2016-01-14,3113.T,948.582832835,0.910748956139,1,-5.55598777612,123,116675.688439
2016-01-16,3113.T,980.991972447,0.798238047173,1,18.1713954562,231,226609.145635
2016-01-17,3113.T,962.820576991,0.814114435623,1,-47.0281911418,135,129980.777894
2016-01-18,3113.T,1009.84876813,0.194087062899,-1,-9.18814387601,272,-274678.864932
2016-01-19,3113.T,1000.66062426,0.827881232654,1,-5.0360436275,137,137090.505523
2016-01-20,3113.T,1005.69666788,0.199659950685,-1,-0.630241592873,187,-188065.276894
2016-01-21,3113.T,1005.06642629,0.225732220941,-1,28.8106460453,151,-151765.03037
2016-01-22,3113.T,1033.87707234,0.832404289844,1,-15.8106420718,212,219181.939335
2016-01-23,3113.T,1049.68771441,0.244438330527,-1,14.5754131452,281,-294962.247749
2016-01-25,3113.T,1042.49571203,0.264683374231,-1,12.3742025656,176,-183479.245317
2016-01-26,3113.T,1054.86991459,0.164031436078,-1,-2.52351077804,195,-205699.633346
2016-01-27,3113.T,1052.34640382,0.0605071679514,-1,-16.5675267726,187,-196788.777514
2016-01-28,3113.T,1035.77887704,0.280157983832,-1,-38.1317297891,155,-160545.725942
2016-01-29,3113.T,997.647147254,0.742580570622,1,30.4041527924,251,250409.433961
2016-01-30,3113.T,967.242994462,0.249080936492,-1,-9.8815771707,240,-232138.318671
2016-01-31,3113.T,957.361417291,0.680060541562,1,1.18957216399,140,134030.598421
2016-02-01,3113.T,956.171845127,0.318682071612,-1,-17.3643330792,124,-118565.308796
2016-02-03,3113.T,922.267241285,0.0904737781406,-1,13.3702022824,148,-136495.55171
2016-02-05,3113.T,962.581912342,0.0440120895748,-1,22.084852283,236,-227169.331313
2016-02-06,3113.T,984.666764625,0.954578383708,1,28.5935491151,252,248136.024685
2016-02-08,3113.T,950.925818099,0.284948251301,-1,-8.31767751316,229,-217762.012345
2016-02-10,3113.T,893.081031097,0.866433046417,1,-21.3874340408,187,167006.152815
2016-02-11,3113.T,914.468465138,0.980010198027,1,31.7857737971,150,137170.269771
2016-02-12,3113.T,882.682691341,0.925157036595,1,1.53492815936,254,224201.403601
2016-02-13,3113.T,881.147763181,0.715235969424,1,-6.32239493453,284,250245.964744
2016-02-14,3113.T,887.470158116,0.669298778785,1,-3.46301590809,155,137557.874508
2016-02-16,3113.T,882.223617894,0.288255220274,-1,-18.8831963445,135,-119100.188416
2016-02-17,3113.T,863.34042155,0.161382446495,-1,-15.8596624909,265,-228785.211711
2016-02-18,3113.T,847.480759059,0.74103922193,1,-18.3444368365,147,124579.671582
2016-02-19,3113.T,865.825195895,0.203839172401,-1,-4.23944205999,198,-171433.388787
